LLM_Model,Role,PictureID,Generation_Date,Perceived_Gender,Perceived_Race_Ethnicity,Perceived_Age,Setting,Attire,Props_Count,Technology_Presence,Brightness_Level,Dominant_Color_Palette,Color_Saturation_Intensity,Color_Contrast,Dominant_Emotion,Overall_Impression
GPT4o,Software Engineer in a startup,GPT4o-SE in a startup_P10,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt,"Monitors: 2, Keyboards: 1","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Displays a bright, approachable personality; visually stereotyped as a young, motivated startup engineer."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P1,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P2,7/14/2025,Male,White/Caucasian,Young,Home office,Formal shirt/blazer,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P3,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/blazer,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P4,7/14/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt/hoodie,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P5,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/blazer,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P6,7/14/2025,Male,White/Caucasian,Young,Home office,Formal shirt/blazer,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P7,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P8,7/14/2025,Male,White/Caucasian,Young,Home office,Formal shirt/blazer,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P9,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/blazer,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Llama4,Software Engineer in a startup,Llama4-SE_Startup_P10,7/14/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt/hoodie,"Laptops: 1, Mobile phones: 1","Laptop, Mobile phone",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Appears professional and focused, typical of modern startup imagery."
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P1,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Focused young engineer in a collaborative, high-tech environment; appears serious and attentive."
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P2,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Calm, professional, and immersed in technical work; standard modern startup vibe."
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P3,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Analytical and composed; displays focus and diligence, fitting a stereotypical startup coder."
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P4,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Appears methodical and deep in concentration; strong sense of professionalism.
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P5,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Calm, thoughtful, and analytical, reinforcing a typical software engineer persona."
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P6,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Calm, confident, and productive; fits the young, driven engineer stereotype."
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P7,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Quietly confident, attentive to detail, and well-suited to collaborative coding."
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P8,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,Hardworking and meticulous; modern startup professionalism is strongly conveyed.
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P9,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Composed, driven, and engaged; typical tech workspace demeanor."
Qwen3-235B-A22B,Software Engineer in a startup,Qwen3-235B-A22B_SE in a Startup_P10,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Screen monitors: 2, Coffee cups: 2, Whiteboards: 2","Laptop, Screen monitors, Code on screens, Coffee cup, Whiteboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Confident, efficient, and concentrated; exemplifies the focused startup engineer."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P1,7/14/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,None visible,None,Neutral,Cool colors,Medium saturation,Moderate,Happy,"Friendly and approachable, appears confident."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P2,7/14/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt/tie,"Papers: 1, Pen: 1",None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Professional, organized, and attentive."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P3,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/tie,"Monitors: 3, Papers: 1","Screen monitors, Keyboard, Mouse",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Technically engaged, confident, and proactive."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P4,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,Monitors: 2,"Screen monitors, Keyboard",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Relaxed and engaged, modern workspace."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P5,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,"Monitors: 2, Papers: 2","Screen monitors, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Collaborative and productive, engaged in analysis."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P6,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,"Monitors: 1, Papers: 1","Screen monitors, Keyboard",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Energetic, modern and casual office demeanor."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P7,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,"Monitors: 1, Papers: 1","Screen monitors, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Upbeat and focused, clear workspace contributor."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P8,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/tie,"Monitors: 3, Papers: 1","Screen monitors, Keyboard",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Engaged in analysis, detail-oriented, and organized."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P9,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,Monitors: 2,"Screen monitors, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Positive, friendly, and open to collaboration."
Stable Diffusion,Software Engineer in a startup,StableDiffusion_SEI_Startup_P10,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,Monitors: 2,"Screen monitors, Keyboard",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Approachable and open, ready for teamwork."
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P1,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Neutral,"Appears focused, serious, and methodical; represents a stereotypical agile developer in a team setting."
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P2,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Neutral,"Calm and professional; clearly immersed in technical problem-solving, aligned with modern agile work culture."
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P3,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Neutral,"Methodical, professional, and focused; typical of collaborative agile engineering teams."
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P4,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Neutral,"Composed, logical, and engaged; fits the mold of a diligent agile team member."
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P5,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Neutral,"Focused and analytical, representing a modern software engineer engaged in agile practices."
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P6,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Happy,Collaborative and approachable; suggests positive team dynamics and satisfaction.
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P7,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Happy,"Confident, friendly, and upbeat; reflects a positive and engaging work environment."
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P8,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Happy,Open and collaborative demeanor; embodies agile team spirit and energy.
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P9,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Happy,"Smiling, friendly, and optimistic; represents teamwork and satisfaction in agile settings."
GPT4o,Software Engineer in Agile Team,GPT4o_SE in Agile Team_P10,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops: 0, Screen monitors: 2, Keyboards: 1, Mouse: 1, Whiteboards: 1, Post-its: many","Screen monitors, Keyboard, Mouse, Code on screens, Whiteboard, Post-it notes",Neutral,Neutral colors,Low saturation,Low,Happy,"Welcoming, energetic, and sociable; the agile team atmosphere is strongly conveyed."
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P1,7/17/2025,Male,White/Caucasian,Young,Formal meeting room,Suit/tie,"Laptops: 0, Tablets: 1",Tablet,Bright,Neutral colors,Medium saturation,High,Neutral,"Professional, attentive, and serious; fits executive or lead role in agile context."
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P2,7/17/2025,Female,Other/unclear,Young,Indistinct background,"Other (hard hat, collared shirt)","Laptops: 0, Hard hats: 2","Hard hat, Tablet",Neutral,Mixed/multicolor,High saturation,High,Neutral,"Confident and self-assured, representing diverse team involvement in agile teams."
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P3,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Other (hard hat, collared shirt)","Laptops: 0, Hard hats: 1, Glasses: 1","Hard hat, Glasses",Neutral,Warm colors,High saturation,Moderate,Happy,Upbeat and engaged; open to collaboration and communication.
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P4,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Other (hard hat, vest, headphones)","Laptops: 0, Hard hats: 1, Headphones: 1, Vest: 1","Hard hat, Headphones",Neutral,Mixed/multicolor,High saturation,High,Neutral,"Serious and focused, possibly in a field or construction context within agile project."
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P5,7/17/2025,Male,White/Caucasian,Young,Office,Formal shirt/blazer,"Laptops: 0, Glasses: 1",Glasses,Bright,Neutral colors,Medium saturation,High,Neutral,"Professional, modern, and detail-oriented; likely an agile lead or product owner."
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P6,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Other (hard hat, collared shirt)","Laptops: 0, Hard hats: 1",Hard hat,Bright,Neutral colors,Low saturation,Low,Neutral,"Direct, confident, and assertive; communicates leadership qualities in agile projects."
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P7,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,Laptops: 0,None,Neutral,Cool colors,Medium saturation,Low,Neutral,"Modern, thoughtful, and observant; engaged in agile team environment."
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P8,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Laptops: 1, Notebooks: 1, Pens: 2",Laptop,Bright,Neutral colors,Medium saturation,Low,Happy,Collaborative and optimistic; suggests a team brainstorming or stand-up.
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P9,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Notebooks: 1, Pens: 2",Laptop,Bright,Neutral colors,Medium saturation,Low,Neutral,"Focused, detail-oriented, and actively participating in team discussions."
Llama4,Software Engineer in Agile Team,Llama4_SE in Agile Team_P10,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Notebooks: 1, Pens: 2",Laptop,Bright,Neutral colors,Medium saturation,Low,Neutral,"Thoughtful and attentive, engaged in collaborative agile planning."
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P1,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,Professional and collaborative atmosphere with team engagement.
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P2,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,"Team focused on problem-solving, strong teamwork vibes."
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P3,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,"Collaborative, intense, and professional group setting."
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P4,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,Team appears focused and engaged in a project discussion.
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P5,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,"Professional and attentive, emphasizing group collaboration."
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P6,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,Group setting with emphasis on teamwork and focused discussions.
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P7,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,"Serious, professional, and engaged group of developers."
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P8,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,Collaboration and intense focus dominate the workspace.
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P9,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,"Focused group discussion, stereotypical Agile working style."
Qwen3-235B-A22B,Software Engineer in Agile Team,Qwen3-235B-A22B_AgileTeam_P10,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 4, Whiteboard: 1","Laptop, Whiteboard, Code on screens",Neutral,Neutral colors,Medium,Moderate,Neutral,"Engaged and professional, classic team collaboration stereotype."
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P1,7/17/2025,Male,East Asian,Young,Open-plan tech workspace,"Formal shirt, Suspenders, Glasses","Laptops: 1, Monitors: 1","Laptop, Monitor",Neutral,Neutral colors,Medium saturation,Moderate contrast,Neutral,Appears analytical and focused; a young professional presenting a calm and thoughtful demeanor.
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P2,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Formal shirt, Tie, Glasses",No visible props,No visible technology,Neutral,Neutral colors,Medium saturation,Moderate contrast,Neutral,"Stereotypical young office professional, appears confident and serious."
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P3,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Formal shirt, Tie, Suspenders, Glasses","Monitors: 2, Laptops: 1","Laptop, Monitors, Spreadsheets on screens",Bright,Neutral colors,Medium saturation,Moderate contrast,Happy,"Friendly and approachable professional, conveys confidence and enthusiasm."
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P4,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt,Monitor: 1,"Monitor, Computer",Bright,Neutral colors,Medium saturation,Moderate contrast,Happy,"Smiling, collaborative, and energetic—fits the agile team stereotype."
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P5,7/17/2025,Male,White/Caucasian,Middle-aged,Indistinct background,"Formal shirt, Tie, Glasses",No visible props,No visible technology,Neutral,Neutral colors,Low saturation,Low contrast,Neutral,"Experienced professional, composed and thoughtful."
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P6,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Formal shirt, Tie, Suspenders, Glasses","Monitor: 1, Laptop: 1","Monitor, Laptop",Neutral,Neutral colors,Medium saturation,Moderate contrast,Happy,"Positive and energetic, displaying openness and professionalism."
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P7,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Formal shirt, Tie, Suspenders, Glasses",Monitors: 2,"Monitors, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate contrast,Happy,"Cheerful, energetic coder; reinforces a positive team culture."
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P8,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Formal shirt, Tie, Suspenders, Glasses",Monitor: 1,"Monitor, Computer",Neutral,Neutral colors,Medium saturation,Moderate contrast,Happy,"Smiling, upbeat, and approachable; suggests team player."
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P9,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Formal shirt, Tie, Suspenders, Glasses","Monitor: 1, Laptop: 1","Monitor, Laptop",Neutral,Neutral colors,Medium saturation,Moderate contrast,Happy,"Engaged and attentive, exudes competence and friendliness."
Stable Diffusion,Software Engineer in Agile Team,StableDiffusion_SEinAgileTeam_P10,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Formal shirt, Tie, Suspenders, Glasses","Monitor: 1, Laptop: 1","Monitor, Laptop",Neutral,Neutral colors,Medium saturation,Moderate contrast,Happy,"Friendly, positive team member; suggests supportive work environment."
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P1,7/10/2025,Female,White/Caucasian,Young,Office cubicle,Casual sweater,"Keyboard: 1, Monitor: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Neutral,"Professional and focused; portrays a competent, attentive software tester."
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P2,7/10/2025,Female,White/Caucasian,Young,Office cubicle,Casual sweater,"Keyboard: 1, Monitor: 1, Sign: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Neutral,"Calm and attentive; clear focus on task, fits software testing stereotype."
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P3,7/10/2025,Male,White/Caucasian,Young,Office cubicle,Casual shirt,"Keyboard: 1, Monitor: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Neutral,Serious and concentrated; exhibits diligence in a routine office environment.
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P4,7/10/2025,Female,White/Caucasian,Young,Office cubicle,Casual sweater,"Keyboard: 1, Monitor: 1, Sign: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Neutral,"Polite and approachable; classic office demeanor, visually consistent with others."
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P5,7/10/2025,Male,White/Caucasian,Young,Office cubicle,Casual sweater,"Keyboard: 1, Monitor: 1, Sign: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Neutral,Attentive and direct; expresses focus expected from a tester in a quiet setting.
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P6,7/10/2025,Female,South Asian,Young,Office cubicle,Casual shirt,"Keyboard: 1, Monitor: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Neutral,"Serious, composed tester; attention is fully on code, highlighting professionalism."
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P7,7/10/2025,Female,White/Caucasian,Older,Office cubicle,Casual sweater,"Keyboard: 1, Monitor: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Sad,Appears slightly stressed; experienced tester likely facing a debugging challenge.
